data_ref,index,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,mau,renda
2015-01-01,2629,M,True,True,0,Servidor público,Secundário,Casado,Casa,45,7.7315068493150685,2.0,False,4720.32
2015-01-01,8524,F,False,True,0,Pensionista,Secundário,Casado,Casa,57,,2.0,False,1748.63
2015-01-01,14452,F,False,True,1,Servidor público,Secundário,Solteiro,Casa,34,3.6986301369863015,2.0,False,993.8
2015-01-01,655,F,False,True,0,Pensionista,Superior incompleto,Casado,Casa,60,,2.0,False,3810.44
2015-01-01,7627,F,False,True,2,Assalariado,Secundário,Casado,Casa,45,26.698630136986303,4.0,False,10504.54
2015-01-01,384,M,True,False,0,Assalariado,Secundário,Casado,Casa,52,10.03013698630137,2.0,False,2482.82
2015-01-01,8930,M,False,True,0,Empresário,Superior completo,Solteiro,Casa,27,5.282191780821917,1.0,False,4211.84
2015-01-01,15875,F,False,True,0,Assalariado,Secundário,Casado,Casa,52,14.054794520547944,2.0,False,4305.69
2015-01-01,3544,F,False,True,0,Servidor público,Secundário,Casado,Com os pais,29,8.443835616438356,2.0,False,824.6
2015-01-01,2237,F,False,False,0,Pensionista,Secundário,Casado,Casa,54,,2.0,False,2793.97
2015-01-01,2509,M,True,True,0,Pensionista,Secundário,Solteiro,Casa,63,,1.0,False,5276.5
2015-01-01,5962,M,True,False,1,Empresário,Secundário,União,Casa,37,3.8904109589041096,3.0,False,2448.84
2015-01-01,6954,M,True,True,1,Assalariado,Secundário,Casado,Casa,31,2.375342465753425,3.0,False,8044.11
2015-01-01,3134,M,True,False,1,Assalariado,Superior completo,Casado,Com os pais,31,5.383561643835616,3.0,False,9663.31
2015-01-01,2552,M,True,True,0,Assalariado,Secundário,Casado,Casa,32,3.558904109589041,2.0,False,3170.04
2015-01-01,14456,F,False,True,1,Servidor público,Secundário,Solteiro,Casa,34,3.6986301369863015,2.0,False,4165.8
2015-01-01,8966,M,False,True,0,Pensionista,Superior completo,União,Casa,45,,2.0,False,3696.9
2015-01-01,11937,F,True,False,0,Assalariado,Secundário,Casado,Casa,52,9.668493150684933,2.0,False,1891.18
2015-01-01,932,F,False,True,1,Assalariado,Superior completo,Casado,Casa,30,2.0876712328767124,3.0,False,2449.22
2015-01-01,3047,F,True,True,1,Empresário,Secundário,Casado,Casa,39,5.383561643835616,3.0,False,3866.88
2015-01-01,2929,M,True,True,0,Empresário,Secundário,Casado,Casa,51,4.550684931506848,2.0,False,1664.98
2015-01-01,15929,F,True,True,0,Empresário,Secundário,Casado,Casa,36,6.964383561643835,2.0,False,2100.81
2015-01-01,10746,M,True,False,1,Empresário,Secundário,Casado,Casa,25,3.849315068493152,3.0,False,67794.54
2015-01-01,6978,M,False,False,0,Assalariado,Secundário,Casado,Casa,32,11.632876712328768,2.0,False,4646.92
2015-01-01,13977,F,False,True,0,Servidor público,Secundário,Casado,Casa,55,3.956164383561644,2.0,False,2647.12
2015-01-01,1082,F,False,True,0,Empresário,Secundário,Casado,Casa,33,0.5123287671232877,2.0,False,2858.65
2015-01-01,8750,F,False,True,2,Assalariado,Secundário,Separado,Casa,37,8.241095890410959,3.0,False,1366.13
2015-01-01,4509,F,False,False,0,Assalariado,Secundário,Casado,Governamental,45,27.36438356164384,2.0,False,9329.5
2015-01-01,720,F,False,True,2,Empresário,Secundário,Casado,Casa,41,8.695890410958905,4.0,False,9213.63
2015-01-01,3605,F,False,True,0,Empresário,Secundário,Solteiro,Casa,49,1.5205479452054795,1.0,False,2060.08
2015-01-01,3300,M,False,True,0,Pensionista,Secundário,União,Casa,60,,2.0,False,5768.98
2015-01-01,5545,F,False,False,0,Empresário,Secundário,União,Casa,51,29.473972602739725,2.0,False,7031.98
2015-01-01,5870,F,False,True,0,Assalariado,Secundário,Casado,Casa,54,10.726027397260276,2.0,False,1904.99
2015-01-01,10997,F,False,False,0,Pensionista,Secundário,Casado,Casa,55,,2.0,False,1110.6
2015-01-01,111,F,False,False,0,Assalariado,Secundário,Casado,Casa,53,7.947945205479453,2.0,False,7856.33
2015-01-01,16428,F,False,False,0,Pensionista,Secundário,União,Casa,57,,2.0,False,1589.47
2015-01-01,9168,M,False,True,1,Assalariado,Secundário,Casado,Casa,51,4.035616438356166,3.0,False,1539.9
2015-01-01,13415,F,True,False,0,Empresário,Superior completo,Solteiro,Casa,38,8.186301369863013,1.0,False,6547.85
2015-01-01,16338,F,False,True,0,Pensionista,Superior completo,Casado,Casa,49,,2.0,False,2367.86
2015-01-01,9357,F,True,False,0,Assalariado,Secundário,Viúvo,Casa,63,9.265753424657532,1.0,False,1286.24
2015-01-01,7932,F,False,False,0,Empresário,Superior completo,Solteiro,Casa,26,5.416438356164384,1.0,False,5655.53
2015-01-01,2302,F,False,False,2,Servidor público,Superior completo,Casado,Casa,30,7.693150684931508,4.0,False,2467.94
2015-01-01,1749,M,True,False,2,Assalariado,Secundário,Casado,Casa,40,6.06027397260274,4.0,False,6756.67
2015-01-01,5612,F,True,False,0,Empresário,Secundário,União,Casa,33,5.375342465753425,2.0,False,619.54
2015-01-01,16020,F,False,True,0,Servidor público,Superior completo,Casado,Casa,47,3.295890410958904,2.0,False,1862.93
2015-01-01,6986,F,True,True,0,Empresário,Secundário,Casado,Casa,48,5.4602739726027405,2.0,False,2196.4
2015-01-01,11420,M,False,False,0,Empresário,Secundário,Casado,Casa,42,3.0986301369863014,2.0,False,1748.44
2015-01-01,7293,F,True,True,0,Empresário,Superior completo,União,Casa,35,4.964383561643834,2.0,False,3238.15
2015-01-01,13670,M,False,True,1,Assalariado,Secundário,Casado,Casa,32,4.789041095890411,3.0,False,3300.29
2015-01-01,3706,M,True,False,0,Servidor público,Superior completo,Casado,Casa,27,5.268493150684932,2.0,False,5910.77
2015-01-01,13491,M,True,False,1,Assalariado,Superior completo,Casado,Casa,48,9.186301369863012,3.0,False,4669.77
2015-01-01,4584,F,True,True,0,Assalariado,Secundário,Viúvo,Casa,45,3.854794520547945,1.0,False,7548.09
2015-01-01,1135,F,False,True,0,Pensionista,Superior completo,Casado,Casa,60,,2.0,False,2012.04
2015-01-01,7618,M,True,True,0,Assalariado,Secundário,Casado,Com os pais,30,8.435616438356165,2.0,False,3284.98
2015-01-01,10659,M,False,True,0,Assalariado,Superior completo,Casado,Casa,55,0.5972602739726027,2.0,False,1443.63
2015-01-01,6354,F,False,False,1,Assalariado,Secundário,Casado,Casa,30,0.9917808219178084,3.0,False,867.13
2015-01-01,1439,F,True,True,0,Assalariado,Superior completo,Viúvo,Casa,32,4.101369863013699,1.0,False,2018.49
2015-01-01,111,F,False,False,0,Assalariado,Secundário,Casado,Casa,53,7.947945205479453,2.0,False,7856.33
2015-01-01,14811,M,True,False,0,Assalariado,Secundário,Casado,Casa,42,10.96986301369863,2.0,False,2692.49
2015-01-01,13564,F,False,False,0,Assalariado,Superior completo,Casado,Casa,29,3.5178082191780824,2.0,False,3024.27
2015-01-01,13428,M,False,False,0,Pensionista,Secundário,Casado,Casa,62,,2.0,False,7519.8
2015-01-01,1487,M,False,False,0,Servidor público,Secundário,Casado,Casa,43,7.589041095890411,2.0,False,4508.76
2015-01-01,14148,M,True,False,0,Assalariado,Superior completo,Casado,Casa,56,6.205479452054795,2.0,False,2422.73
2015-01-01,2092,M,True,True,0,Pensionista,Secundário,União,Casa,63,,2.0,False,6254.48
2015-01-01,14857,F,False,False,0,Pensionista,Superior completo,Casado,Casa,61,,2.0,False,1686.47
2015-01-01,4903,F,False,True,1,Servidor público,Secundário,União,Casa,34,14.389041095890413,3.0,False,3000.12
2015-01-01,5738,M,False,False,1,Assalariado,Superior completo,Solteiro,Casa,37,5.123287671232877,2.0,False,6548.2
2015-01-01,13512,F,False,False,1,Assalariado,Superior completo,Casado,Casa,44,5.5178082191780815,3.0,False,2943.1
2015-01-01,16485,F,False,True,0,Assalariado,Secundário,União,Casa,45,1.4164383561643836,2.0,True,2759.5
2015-01-01,11323,M,True,False,0,Assalariado,Secundário,Casado,Casa,48,8.934246575342465,2.0,False,2612.98
2015-01-01,15009,M,False,True,0,Assalariado,Secundário,Casado,Casa,43,20.11232876712329,2.0,False,28853.86
2015-01-01,6041,F,True,False,0,Assalariado,Secundário,Casado,Casa,50,0.3013698630136986,2.0,False,838.59
2015-01-01,6597,F,False,True,0,Servidor público,Secundário,Solteiro,Com os pais,56,1.5972602739726027,1.0,False,1746.14
2015-01-01,14925,M,False,False,1,Assalariado,Secundário,Casado,Casa,27,7.553424657534246,3.0,False,6498.72
2015-01-01,12551,F,False,False,0,Servidor público,Secundário,Viúvo,Casa,52,14.372602739726029,1.0,False,2845.33
2015-01-01,16432,M,False,True,0,Pensionista,Secundário,Solteiro,Casa,26,,1.0,False,1502.3
2015-01-01,12055,F,False,True,0,Empresário,Superior completo,Casado,Casa,53,12.167123287671233,2.0,False,4928.95
2015-01-01,846,F,False,True,0,Pensionista,Primário,Casado,Casa,61,,2.0,False,1148.89
2015-01-01,8542,F,True,True,0,Assalariado,Superior completo,Casado,Casa,32,9.556164383561644,2.0,False,870.75
2015-01-01,16003,F,True,True,0,Assalariado,Secundário,Casado,Casa,49,28.394520547945213,2.0,False,16262.28
2015-01-01,9257,F,False,False,0,Empresário,Secundário,Casado,Casa,50,4.931506849315068,2.0,False,3078.32
2015-01-01,9463,F,False,False,2,Assalariado,Superior completo,Separado,Casa,44,0.5945205479452055,3.0,False,5523.27
2015-01-01,14310,F,False,True,2,Empresário,Superior incompleto,Separado,Casa,42,7.701369863013697,3.0,False,7961.52
2015-01-01,15180,F,False,True,0,Servidor público,Superior completo,Casado,Casa,60,20.882191780821923,2.0,False,30383.01
2015-01-01,13554,F,False,False,0,Assalariado,Superior completo,Solteiro,Governamental,56,6.684931506849315,1.0,False,4184.81
2015-01-01,12230,F,True,True,0,Assalariado,Secundário,Solteiro,Com os pais,32,0.7808219178082192,1.0,False,1544.97
2015-01-01,6001,M,False,True,0,Assalariado,Secundário,Casado,Casa,54,4.304109589041096,2.0,False,2576.05
2015-01-01,62,M,False,True,0,Assalariado,Secundário,Casado,Casa,51,17.194520547945206,2.0,False,14390.46
2015-01-01,3035,F,False,True,0,Assalariado,Superior completo,Casado,Casa,33,4.131506849315069,2.0,False,1904.82
2015-01-01,9873,F,False,True,0,Assalariado,Superior completo,Casado,Casa,62,5.515068493150685,2.0,False,2160.93
2015-01-01,8848,M,True,True,1,Assalariado,Superior incompleto,Casado,Casa,31,13.723287671232876,3.0,False,7660.03
2015-01-01,11588,F,False,False,1,Assalariado,Secundário,Casado,Casa,41,0.3232876712328767,3.0,False,1388.77
2015-01-01,10996,F,False,False,0,Pensionista,Secundário,Casado,Casa,55,,2.0,False,2397.66
2015-01-01,5449,F,False,False,0,Pensionista,Secundário,Viúvo,Casa,60,,1.0,False,5528.4
2015-01-01,16254,M,True,True,0,Assalariado,Superior completo,Casado,Casa,28,6.63013698630137,2.0,False,3216.74
2015-01-01,8904,F,False,True,0,Assalariado,Secundário,Casado,Casa,47,3.0465753424657533,2.0,False,1881.45
2015-01-01,12881,F,False,True,0,Pensionista,Secundário,Casado,Casa,56,,2.0,False,8324.94
2015-01-01,9531,F,False,False,0,Empresário,Superior completo,Casado,Casa,44,0.8465753424657534,2.0,False,900.53
2015-01-01,13609,F,False,True,0,Empresário,Superior incompleto,Casado,Casa,29,4.435616438356164,2.0,False,4094.35
2015-01-01,5413,F,False,True,0,Assalariado,Secundário,Casado,Casa,58,12.767123287671232,2.0,False,4799.09
2015-01-01,14101,M,False,False,1,Assalariado,Superior completo,Casado,Casa,33,1.0410958904109588,3.0,False,2481.67
2015-01-01,10932,F,False,False,1,Empresário,Superior completo,Casado,Casa,34,3.602739726027397,3.0,False,6077.84
2015-01-01,4364,F,True,False,0,Servidor público,Superior completo,Solteiro,Casa,33,10.43013698630137,1.0,False,2509.61
2015-01-01,6083,F,False,True,0,Servidor público,Secundário,Casado,Casa,50,19.76164383561644,2.0,True,1745.79
2015-01-01,13143,F,False,True,0,Pensionista,Superior incompleto,Separado,Casa,66,,1.0,True,5422.34
2015-01-01,12652,F,False,True,0,Assalariado,Secundário,Casado,Casa,54,0.7835616438356164,2.0,False,724.11
2015-01-01,5589,M,True,False,0,Assalariado,Secundário,Casado,Casa,35,1.3726027397260274,2.0,False,3387.69
2015-01-01,15689,F,False,False,1,Empresário,Secundário,Casado,Casa,38,2.180821917808219,3.0,False,4827.08
2015-01-01,1380,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,60,,1.0,False,1072.57
2015-01-01,10318,F,False,True,0,Empresário,Secundário,Casado,Casa,41,6.383561643835616,2.0,False,1717.89
2015-01-01,13346,F,False,False,0,Assalariado,Secundário,Casado,Casa,45,4.435616438356164,2.0,False,2485.29
2015-01-01,11987,F,False,True,0,Assalariado,Secundário,Casado,Casa,64,9.183561643835615,2.0,False,2148.95
2015-01-01,16066,M,True,True,0,Assalariado,Secundário,Casado,Casa,30,9.8,2.0,False,5265.54
2015-01-01,6231,M,True,True,1,Assalariado,Secundário,Casado,Casa,31,5.83013698630137,3.0,False,2258.41
2015-01-01,15319,F,True,False,0,Pensionista,Secundário,Casado,Casa,65,,2.0,False,3761.14
2015-01-01,13969,M,False,False,1,Assalariado,Secundário,Casado,Casa,34,6.956164383561643,3.0,False,3515.62
2015-01-01,12613,M,False,False,2,Assalariado,Secundário,Casado,Casa,27,6.367123287671232,4.0,False,3686.1
2015-01-01,8248,M,True,False,1,Servidor público,Secundário,Casado,Casa,59,11.895890410958906,3.0,False,1643.43
2015-01-01,1258,F,False,False,1,Assalariado,Secundário,União,Casa,41,9.58904109589041,3.0,False,4465.26
2015-01-01,10040,F,False,True,1,Assalariado,Secundário,Separado,Casa,30,5.717808219178082,2.0,False,1612.35
2015-01-01,2600,F,False,False,0,Empresário,Superior completo,Casado,Governamental,38,12.9013698630137,2.0,False,2331.19
2015-01-01,8464,M,True,True,0,Assalariado,Secundário,Solteiro,Casa,28,2.468493150684932,1.0,False,754.56
2015-01-01,8301,F,True,True,0,Assalariado,Secundário,Casado,Casa,58,9.975342465753425,2.0,False,3503.24
2015-01-01,5648,M,True,False,0,Empresário,Secundário,Casado,Casa,62,0.6219178082191781,2.0,False,7012.7
2015-01-01,10914,F,True,False,0,Assalariado,Superior completo,Casado,Casa,40,10.186301369863012,2.0,False,7177.65
2015-01-01,1302,F,False,True,0,Pensionista,Secundário,Casado,Casa,58,,2.0,False,2321.11
2015-01-01,2552,M,True,True,0,Assalariado,Secundário,Casado,Casa,32,3.558904109589041,2.0,False,3170.04
2015-01-01,315,M,False,False,0,Assalariado,Secundário,Solteiro,Casa,25,4.693150684931507,1.0,False,2651.67
2015-01-01,4773,M,False,True,0,Assalariado,Secundário,Separado,Casa,49,11.194520547945206,1.0,False,12647.72
2015-01-01,13033,M,True,True,1,Assalariado,Secundário,Casado,Casa,49,1.0876712328767124,3.0,False,8012.62
2015-01-01,8760,F,True,True,0,Pensionista,Secundário,Casado,Casa,67,,2.0,False,1224.19
2015-01-01,4350,F,False,True,0,Assalariado,Secundário,Casado,Casa,54,0.8383561643835616,2.0,False,2212.04
2015-01-01,9678,F,False,True,0,Assalariado,Superior completo,Casado,Casa,27,1.2602739726027397,2.0,False,784.5
2015-01-01,13980,F,False,False,1,Assalariado,Secundário,União,Casa,40,7.290410958904109,3.0,False,1633.36
2015-01-01,660,F,True,True,0,Assalariado,Secundário,União,Casa,34,1.8575342465753424,2.0,False,5224.33
2015-01-01,2237,F,False,False,0,Pensionista,Secundário,Casado,Casa,54,,2.0,False,2793.97
2015-01-01,15669,M,True,True,1,Assalariado,Superior completo,Casado,Casa,56,0.3205479452054795,3.0,False,4172.03
2015-01-01,5027,F,False,True,0,Empresário,Superior completo,Casado,Casa,35,6.049315068493152,2.0,False,4272.89
2015-01-01,583,F,True,False,1,Assalariado,Secundário,Casado,Casa,30,0.3561643835616438,3.0,False,4626.49
2015-01-01,15433,F,False,False,0,Assalariado,Secundário,Casado,Com os pais,27,1.6219178082191783,2.0,False,2569.7
2015-01-01,3549,F,False,True,2,Assalariado,Superior completo,Casado,Casa,29,2.7698630136986298,4.0,False,14411.29
2015-01-01,1339,F,False,True,0,Empresário,Superior completo,Solteiro,Casa,32,5.597260273972603,1.0,False,3212.78
2015-01-01,3520,F,True,True,1,Empresário,Superior incompleto,União,Casa,42,1.9342465753424656,3.0,False,2853.9
2015-01-01,13410,F,False,False,0,Assalariado,Superior completo,Separado,Casa,51,4.931506849315068,1.0,False,2492.95
2015-01-01,1760,M,False,True,2,Assalariado,Secundário,Casado,Casa,38,2.8109589041095893,4.0,False,5162.71
2015-01-01,14684,F,False,False,3,Assalariado,Superior completo,Casado,Casa,37,19.227397260273968,5.0,False,2540.68
2015-01-01,16027,M,True,True,2,Empresário,Superior completo,Casado,Casa,40,0.6273972602739726,4.0,False,2682.73
2015-01-01,5672,F,False,False,0,Empresário,Superior completo,Casado,Casa,40,22.21643835616439,2.0,False,4684.35
2015-01-01,2816,F,True,True,0,Assalariado,Secundário,Casado,Casa,47,4.895890410958904,2.0,False,10881.74
